"","year","region","nontaxrev","subin","subsidies","shared_income","otherincome","totincome","T_goods","N_SOE","n_protest"
"701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
